2018-04-13 08:14:22,,61,367,This is Paul Ryan. Exactly. 100%. Fuck Paul Ryan. https://t.co/MYxN9jOas8,"[[[-74.988897, 39.810025], [-74.908642, 39.810025], [-74.908642, 39.87514], [-74.988897, 39.87514]]]","Voorhees, NJ",United States,US,city 
2018-04-11 20:30:53,"Santa Clarita, CA",1117,747,2009 #PaulRyan &amp; #KevinMcCarthy Plotted to Sabotage US Economy &amp; 2016 Hid 'Putin Pays Trump' https://t.co/FlcOzNPGW7 https://t.co/hWBmBqVctC,"[[[-118.6278742, 34.3474831], [-118.3786434, 34.3474831], [-118.3786434, 34.483779], [-118.6278742, 34.483779]]]","Santa Clarita, CA",United States,US,city
2018-04-11 20:30:48,"Dundalk, MD",138,396,"Analysis: How Ryan lost and Trump won in the fight for the future of the GOP

https://t.co/Qd13EYwLJj","[[[-76.529818, 39.2227017], [-76.447351, 39.2227017], [-76.447351, 39.306282], [-76.529818, 39.306282]]]","Dundalk, MD",United States,US,city
2018-04-11 20:30:44,"Daytona Beach Shores, FL",3,6,"@paulkrugman It’s his Randian philosophy that is the root of so much evil that pervades the GOP.  Unfortunately, th… https://t.co/0rwVA4LoqL","[[[-81.0368484, 29.205427], [-80.996696, 29.205427], [-80.996696, 29.2685573], [-81.0368484, 29.2685573]]]","Seabreeze, FL",United States,US,city
2018-04-11 20:30:22,,10,66,@Orioles Translation for Paul Ryan. “We said we were going to be conservative and then we were not over and over an… https://t.co/EBdvGpnOY5,"[[[-83.127063, 39.791505], [-83.008394, 39.791505], [-83.008394, 39.9074412], [-83.127063, 39.9074412]]]","Grove City, OH",United States,US,city
2018-04-11 20:30:09,Comstock Park,384,518,"Paul Ryan quit, now if Trump could get Mike Pence to quit too we would have something to applaud him over. 😂","[[[-85.699605, 43.028969], [-85.6327768, 43.028969], [-85.6327768, 43.079871], [-85.699605, 43.079871]]]","Comstock Park, MI",United States,US,city
2018-04-11 20:30:02,Prospect Lefferts Gardens,17637,4832,"Paul Ryan will return to his day job, running New Jersey's famed Action Park through an elaborate series of liabili… https://t.co/Nf6KiCJIZf","[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]]","Brooklyn, NY",United States,US,city
2018-04-11 20:29:59,Global,3862,1098,"Paul Ryan has spent years trying to shred America's social safety net.

He didn't succeed, mostly. But the voters w… https://t.co/iDtxfb5SYn","[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]","Georgia, USA",United States,US,admin
2018-04-11 20:29:37,"Florida, USA",2107,3849,Paul Ryan's Whole Career Was About Sticking It To The Poor And Elderly - HuffPostM https://t.co/CSv4dRndfy,"[[[-81.23776816957731, 28.665145322066394], [-81.23776816957731, 28.665145322066394], [-81.23776816957731, 28.665145322066394], [-81.23776816957731, 28.665145322066394]]]","Seminole County, FL",United States,US,poi
2018-04-11 20:29:30,,781,1276,@ProudResister Paul Ryan was just a crook like Trump we the people will drain the swamp and change the history of.… https://t.co/9ommRnAcxi,"[[[-84.976985, 39.793313], [-84.813667, 39.793313], [-84.813667, 39.8878303], [-84.976985, 39.8878303]]]","Richmond, IN",United States,US,city
2018-04-11 20:28:18,"Montréal, Québec",1824,996,"Now that the biggest fraud in Politics has resigned (Paul Ryan), hopefully the biggest fraud in hockey will soon fo… https://t.co/voUJm5NNZi","[[[-141.5610942, 41.676329], [-51.053519, 41.676329], [-51.053519, 89.9999], [-141.5610942, 89.9999]]]",Canada,Canada,CA,country
2018-04-11 20:26:02,"Smithtown, NY",6,47,@ShepNewsTeam Why do you seem to be the only journalist on Fox to biased towards @realDonaldTrump when I watch your… https://t.co/LSLMbqc0GK,"[[[-73.171423, 40.781995], [-73.084176, 40.781995], [-73.084176, 40.832939], [-73.171423, 40.832939]]]","Ronkonkoma, NY",United States,US,city
2018-04-11 20:25:19,"Los Angeles, CA",1645,1387,Today my brother reminded me what I’d asked for for my birthday- Susanna: “I want Trump and Pence to be in prison.… https://t.co/splxdmHCkI,"[[[-118.256783, 33.943092], [-118.2276718, 33.943092], [-118.2276718, 33.989716], [-118.256783, 33.989716]]]","Florence-Graham, CA",United States,US,city
2018-04-11 20:24:50,"Dundalk, MD",138,396,"Paul Ryan is quitting way before other House speakers would have

https://t.co/VlWxRtE4Z7","[[[-76.529818, 39.2227017], [-76.447351, 39.2227017], [-76.447351, 39.306282], [-76.529818, 39.306282]]]","Dundalk, MD",United States,US,city
2018-04-11 20:23:41,Kuala Lumpur,1528,917,US Opinion | A scam of a party says goodbye to its top fraud https://t.co/VBm9oHlil2,"[[[101.6151605, 3.0332003], [101.7587738, 3.0332003], [101.7587738, 3.2445482], [101.6151605, 3.2445482]]]","Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",Malaysia,MY,admin
2018-04-11 20:21:41,"Main Street, USA",46680,6735,Paul Ryan's retirement: A 'self-promotion' that makes sense https://t.co/jO3oE9kYIo,"[[[-80.519851, 39.719801], [-74.689517, 39.719801], [-74.689517, 42.516072], [-80.519851, 42.516072]]]","Pennsylvania, USA",United States,US,admin
2018-04-11 20:21:31,,197,714,"Is he considering running for presidency in 2020?

https://t.co/ABEbWDx7fz","[[[3.4023218, 6.3962643], [3.6013694, 6.3962643], [3.6013694, 6.4867971], [3.4023218, 6.4867971]]]","Victoria Island, Nigeria",Nigeria,NG,city
2018-04-11 20:20:04,,781,1276,Thank God Paul Ryan is going to be gone the rats are abandoning ship Paul Ryan was nothing more then a crook just l… https://t.co/r3OyPNEV1L,"[[[-84.976985, 39.793313], [-84.813667, 39.793313], [-84.813667, 39.8878303], [-84.976985, 39.8878303]]]","Richmond, IN",United States,US,city
2018-04-11 20:19:48,matrimanor,180,167,Now Paul Ryan can really train for a marathon and actually get that PR (lol!!),"[[[-6.0284301, 37.3136131], [-5.8186601, 37.3136131], [-5.8186601, 37.4527828], [-6.0284301, 37.4527828]]]","Seville, Spain",Spain,ES,city
2018-04-11 20:19:43,"Boulder, CO",363,578,Bye Paul Ryan you won’t be missed,"[[[-105.178564, 40.125504], [-105.045869, 40.125504], [-105.045869, 40.206357], [-105.178564, 40.206357]]]","Longmont, CO",United States,US,city
2018-04-11 20:19:12,New York City & Glassell Park,27962,226,"Of all US media, @TheOnion has the only factually accurate take on Paul Ryan stepping down https://t.co/9Y12whjWEx","[[[-118.198346, 34.117025], [-118.065582, 34.117025], [-118.065582, 34.237595], [-118.198346, 34.237595]]]","Pasadena, CA",United States,US,city
2018-04-11 20:19:04,"California, USA",821,1047,"Good riddance!  Not going to be missed. 
https://t.co/XyRMrty9U2","[[[-121.033013, 38.65476], [-120.924554, 38.65476], [-120.924554, 38.726092], [-121.033013, 38.726092]]]","Cameron Park, CA",United States,US,city
2018-04-11 20:18:09,"Dallas, Tx",1014,1274,"Paul Ryan pretending he’s retiring to children who probably wish he’d stay away, when he actually knows the GOP is… https://t.co/8t1COtUq65","[[[-90.5008048, 38.675851], [-90.407348, 38.675851], [-90.407348, 38.756043], [-90.5008048, 38.756043]]]","Maryland Heights, MO",United States,US,city
2018-04-11 20:17:08,"Port St. Lucie, FL. 34983",1351,3970,"Breaking: Speaker of US House of Representatives Paul Ryan to retire in January of next year, 2019.#BreakingNewsNow… https://t.co/hcHu4T3qvG","[[[-80.457446, 27.20569], [-80.233079, 27.20569], [-80.233079, 27.3958399], [-80.457446, 27.3958399]]]","Port St Lucie, FL",United States,US,city
2018-04-11 20:16:35,Vestavia Hills. Alabama,2478,1456,The actual reason Paul Ryan isn't running for re-election is that his children are now old enough to use the intern… https://t.co/ddasawjx8E,"[[[-86.831239, 33.398161], [-86.6510773, 33.398161], [-86.6510773, 33.50444], [-86.831239, 33.50444]]]","Vestavia Hills, AL",United States,US,city
2018-04-11 20:14:48,"California, USA",2662,4053,"Now that my kids are teenagers, and I'm not going to be reelected, I must starts spending more than one day a week… https://t.co/41sUly8OUM","[[[-118.37032, 34.1426298], [-118.2799703, 34.1426298], [-118.2799703, 34.2216898], [-118.37032, 34.2216898]]]","Burbank, CA",United States,US,city
2018-04-11 20:14:37,"Texas, USA",2840,4967,The Washington Post: A scam of a party says goodbye to its top fraud. https://t.co/DsF3mrAzKm,"[[[-100.996623, 35.518467], [-100.927607, 35.518467], [-100.927607, 35.583033], [-100.996623, 35.583033]]]","Pampa, TX",United States,US,city
2018-04-11 20:14:21,,13,132,@CillizzaCNN @jaketapper Good riddance to Paul Ryan.,"[[[-71.677611, 42.226598], [-71.540828, 42.226598], [-71.540828, 42.303624], [-71.677611, 42.303624]]]","Westborough, MA",United States,US,city
2018-04-11 20:13:36,Aliso Viejo,1196,1195,@cnnbrk Republicans for Sale. https://t.co/r8TPRAbI8a,"[[[-117.75971, 33.512428], [-117.700301, 33.512428], [-117.700301, 33.609056], [-117.75971, 33.609056]]]","Aliso Viejo, CA",United States,US,city
2018-04-11 20:13:15,"Michigan, USA",37,226,A signal that the lure of money can drive progress in the same way that it can impede it. What could happen if Paul… https://t.co/L5C7BhMGGK,"[[[-83.437523, 42.439001], [-83.316839, 42.439001], [-83.316839, 42.529556], [-83.437523, 42.529556]]]","Farmington Hills, MI",United States,US,city
2018-04-11 20:12:07,Chapel Hill,545,755,"Good points in this. Also hard to see how he pushes through anything meaningful in these last few months 

Paul Rya… https://t.co/ZFpHaFKdna","[[[-79.0831529, 35.869376], [-78.968887, 35.869376], [-78.968887, 35.969507], [-79.0831529, 35.969507]]]","Chapel Hill, NC",United States,US,city
2018-04-11 20:11:52,"California, USA",627,1128,"@donlemon Yay, I guess Paul Ryan isn’t going to run for reelection, good riddance,  to that Donald Trump sycophant!","[[[-122.34266, 37.699279], [-122.114711, 37.699279], [-122.114711, 37.8847092], [-122.34266, 37.8847092]]]","Oakland, CA",United States,US,city
2018-04-11 20:11:20,"California, USA",627,1128,"@BrookeBCNN Yay, I guess Paul Ryan isn’t going to run for reelection, good riddance,  to that Donald Trump sycophant!","[[[-122.34266, 37.699279], [-122.114711, 37.699279], [-122.114711, 37.8847092], [-122.34266, 37.8847092]]]","Oakland, CA",United States,US,city
2018-04-11 20:10:51,"California, USA",627,1128,"@CNNnewsroom Yay, I guess Paul Ryan isn’t going to run for reelection, good riddance,  to that Donald Trump sycophant!","[[[-122.34266, 37.699279], [-122.114711, 37.699279], [-122.114711, 37.8847092], [-122.34266, 37.8847092]]]","Oakland, CA",United States,US,city
2018-04-11 20:10:18,"Boston, MA",353,893,P. S. FORGOT TO SAY👉🔒🆙👺😡😡😡 PAUL RYAN NOW YOU ARE CONCERNED ABOUT YOUR FAMILY. OR DO YOU WANT TO BE HOME WHEN THE 💣GOES OFF?,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]","Boston, MA",United States,US,city
2018-04-11 20:10:02,Philadelphia,3037,4991,Paul Ryan is celebrating https://t.co/WDooMZBXqz,"[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]","Philadelphia, PA",United States,US,city
2018-04-11 20:10:02,,16,17,"Paul Ryan, you are such a hypocrite!  #PaulRyan","[[[-95.774704, 35.995476], [-89.098843, 35.995476], [-89.098843, 40.613641], [-95.774704, 40.613641]]]","Missouri, USA",United States,US,admin
2018-04-11 20:09:31,"California, USA",627,1128,"Yay, I guess Paul Ryan isn’t going to run for reelection, good riddance,  to that Donald Trump sycophant!","[[[-122.34266, 37.699279], [-122.114711, 37.699279], [-122.114711, 37.8847092], [-122.34266, 37.8847092]]]","Oakland, CA",United States,US,city
2018-04-11 20:09:00,"Blasdell, NY",726,1358,Paul Ryan is an absolute puke.,"[[[-78.864178, 42.767924], [-78.789953, 42.767924], [-78.789953, 42.806852], [-78.864178, 42.806852]]]","Blasdell, NY",United States,US,city
2018-04-11 20:08:46,,1794,5003,"""To Ryan, the greatest danger to liberty lies not in a president who defies the rule of law but in high tax rates a… https://t.co/HKPUxPitqY","[[[-77.119401, 38.801826], [-76.909396, 38.801826], [-76.909396, 38.9953797], [-77.119401, 38.9953797]]]","Washington, DC",United States,US,city
2018-04-11 20:07:59,"Lower East Side, NYC",5953,742,"“I’m gonna miss Paul Ryan”

Said no one. 

Ever.","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 20:07:55,New York City,16502,7800,City Dads Group praise Paul Ryan’s decision to leave Congress for his family — with some skepticism by @PesceNic Vi… https://t.co/DOLrx1RfS0,"[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 20:07:41,"Philadelphia, PA",288,1004,"love the whole dunking on Paul Ryan thing, but brinksmanship with Russia is one of those things that we should be paying attention to","[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]]","Philadelphia, PA",United States,US,city
2018-04-11 20:07:40,,2933,5002,She’s got a crush on Paul Ryan.  Yuck! https://t.co/qEbbQ48n0e,"[[[-71.084335, 42.917127], [-66.885075, 42.917127], [-66.885075, 47.459687], [-71.084335, 47.459687]]]","Maine, USA",United States,US,admin
2018-04-11 20:07:23,,3561,3823,@MaddowBlog @maddow How about giving @CathyMyersWI a chance to get the Democratic nomination?... for Paul Ryan’s se… https://t.co/d4C3pq8udO,"[[[-88.365658, 42.838769], [-88.291655, 42.838769], [-88.291655, 42.893104], [-88.365658, 42.893104]]]","Mukwonago, WI",United States,US,city
2018-04-11 20:07:01,"Chicago, IL",274,1381,@Salon @sallykohn @AmandaMarcotte I wish i could agree Paul Ryan has never been “a centrist” elitist republican. He… https://t.co/tBrZfOA6ZF,"[[[-87.940033, 41.644102], [-87.523993, 41.644102], [-87.523993, 42.0230669], [-87.940033, 42.0230669]]]","Chicago, IL",United States,US,city
2018-04-11 20:06:52,,1929,2449,Paul Ryan is a snake that speaks out of both sides of his mouth with his forked tongue. https://t.co/goYqo2Tesg,"[[[-111.391637, 47.435796], [-111.204104, 47.435796], [-111.204104, 47.5518758], [-111.391637, 47.5518758]]]","Great Falls, MT",United States,US,city
2018-04-11 20:06:25,AZ,731,902,Paul Ryan is literally making me want to jump off a cliff. OMG. Mom is making me watch CNN. WHERE IS THE ALCOHOL?!,"[[[-111.960775, 33.4358637], [-111.756022, 33.4358637], [-111.756022, 33.842816], [-111.960775, 33.842816]]]","Scottsdale, AZ",United States,US,city
2018-04-11 20:06:11,"Iowa City, IA",45,43,"If Paul Ryan gets to retire, I get to not do any of my dishes","[[[-91.6110574, 41.599181], [-91.463067, 41.599181], [-91.463067, 41.6955258], [-91.6110574, 41.6955258]]]","Iowa City, IA",United States,US,city
2018-04-11 20:05:21,"Reno, NV",193,273,Paul Ryan Takes a Pass on Holding Trump Accountable - The Atlantic https://t.co/fituKtVvQp,"[[[-119.953849, 39.350749], [-119.700515, 39.350749], [-119.700515, 39.674123], [-119.953849, 39.674123]]]","Reno, NV",United States,US,city
2018-04-11 20:05:16,Ottawa,794,2612,If Paul Ryan would use a lighter hair dye it would look more natural.,"[[[-76.353876, 44.961937], [-75.246407, 44.961937], [-75.246407, 45.5356446], [-76.353876, 45.5356446]]]","Ottawa, Ontario",Canada,CA,city
2018-04-11 20:04:07,Canada,2281,47,'Paul Ryan' just started trending with 445863 tweets. More trends at https://t.co/SHjd3t37W6 #trndnl,"[[[-102.009382, 55.158501], [-88.989166, 55.158501], [-88.989166, 60.000283], [-102.009382, 60.000283]]]","Division No. 23, Unorganized, Manitoba",Canada,CA,city
2018-04-11 20:03:20,"Los Angeles, CA",562,736,"Paul Ryan is finished. Here's an interview I did with Randy Bryce, Ryan's Democratic opponent, last year, which for… https://t.co/rZHHvSxcb4","[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]]","Los Angeles, CA",United States,US,city
2018-04-11 20:02:15,"Atlanta, Ga.",64,169,"Good riddance to Paul Ryan, the most overrated fraud in American politics https://t.co/AIxPpl1b1G via @voxdotcom  @SpeakerRyan","[[[-84.7948142, 33.688539], [-84.6335097, 33.688539], [-84.6335097, 33.784073], [-84.7948142, 33.784073]]]","Douglasville, GA",United States,US,city
2018-04-11 20:01:03,Canada,2281,47,"⒈ #NationalPetDay
⒉ #DayofPink
⒊ Philippe Boucher
⒋ Bruce McArthur
⒌ Peter Chiarelli
⒍ Juventus
⒎ #FFC18
⒏… https://t.co/n3bf2fDdrn","[[[-102.009382, 55.158501], [-88.989166, 55.158501], [-88.989166, 60.000283], [-102.009382, 60.000283]]]","Division No. 23, Unorganized, Manitoba",Canada,CA,city
2018-04-11 20:00:45,"Seattle, WA",324,261,Guys be sure to talk extra much about how much Paul Ryan sucks. Gotta squeeze in extra.,"[[[-122.328661, 47.6709812], [-122.3067057, 47.6709812], [-122.3067057, 47.690532], [-122.328661, 47.690532]]]","Roosevelt, Seattle",United States,US,neighborhood
2018-04-11 20:00:38,"New York, NY",313,258,"Good bye Paul Ryan
I will not miss you,
You smug lil A hole

P.S. you will never be president so plz don’t even try","[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]]","Manhattan, NY",United States,US,city
2018-04-11 20:00:25,"California, USA",776,1134,Poor Meghan and swamp.  They can’t get over the fact the dinosaurs are no what the people want.   https://t.co/MfK4tnqG8p,"[[[-122.027412, 37.779803], [-121.89165, 37.779803], [-121.89165, 37.847751], [-122.027412, 37.847751]]]","Danville, CA",United States,US,city
2018-04-11 20:00:21,,1219,3650,@Rey_Sistance Republican party is behind Paul Ryan to rid the party of trump. He will have time to strategize and p… https://t.co/1oDO3ZTZoP,"[[[-122.7900653, 45.421863], [-122.471751, 45.421863], [-122.471751, 45.6509405], [-122.7900653, 45.6509405]]]","Portland, OR",United States,US,city
